sequence_id	protein_count	time	method
352165.SAMN00002506	2756	55.36	pyhmmer
354243.SAMN06064243	4447	87.15	pyhmmer
354355.SAMN05660816	6887	137.03	pyhmmer
354630.SAMN05421821	5816	115.44	pyhmmer
355243.SAMN03080615	4352	85.5	pyhmmer
355548.SAMN04487945	3054	59.54	pyhmmer
35622.SAMN04489764	5122	101.76	pyhmmer
35623.SAMEA2522063	1471	31.24	pyhmmer
356305.SAMN05421841	4159	82.01	pyhmmer
356660.SAMN05444336	4255	85.48	pyhmmer
356829.SAMN02673458	1629	35.7	pyhmmer
35703.SAMN03996309	4468	88.12	pyhmmer
357240.SAMN03197604	4229	84.29	pyhmmer
357244.SAMEA3138266	1182	24.59	pyhmmer
357278.SAMN02797792	2264	46.86	pyhmmer
35743.SAMN04487937	2995	59.69	pyhmmer
35752.SAMN05421541	9414	187.76	pyhmmer
35754.SAMN02645310	10136	202.06	pyhmmer
35755.SAMN03365283	2047	41.32	pyhmmer
35756.SAMN03731012	2768	54.81	pyhmmer
35760.SAMN02673432	1672	35.5	pyhmmer
35762.SAMN02777124	7785	158.82	pyhmmer
357804.SAMN02598361	3545	71.44	pyhmmer
357808.SAMN02598362	4517	91.24	pyhmmer
357809.SAMN02598360	3902	79.76	pyhmmer
35799.SAMN05216386	2916	58.02	pyhmmer
35806.SAMN04903812	3631	73.06	pyhmmer
35806.SAMN05876236	4095	80.67	pyhmmer
35814.SAMN05333720	3378	67.07	pyhmmer
35817.SAMEA3174164	1718	34.09	pyhmmer
35817.SAMEA3174165	1725	35.2	pyhmmer
35817.SAMEA3174166	1692	34.18	pyhmmer
35817.SAMEA3174167	1681	34.34	pyhmmer
35818.SAMN02841093	1651	34.31	pyhmmer
358220.SAMN02604069	4742	94.49	pyhmmer
358396.SAMN02470038	3929	79.47	pyhmmer
35841.SAMN03267285	3791	74.26	pyhmmer
358681.SAMD00060942	5949	117.6	pyhmmer
358743.SAMN05216568	5356	107.4	pyhmmer
358823.SAMN02726841	8013	159.84	pyhmmer
358.SAMEA3139026	5667	112.19	pyhmmer
358.SAMN03267957	4449	87.45	pyhmmer
358.SAMN03420836	4576	90.69	pyhmmer
358.SAMN04226578	5104	101.69	pyhmmer
358.SAMN04423123	4991	98.88	pyhmmer
358.SAMN04901304	5012	99.8	pyhmmer
358.SAMN04942898	4870	97.36	pyhmmer
359159.SAMN02645361	10048	198.79	pyhmmer
359391.SAMEA3138256	3034	60.51	pyhmmer
359.SAMN02787063	7343	147.54	pyhmmer
359.SAMN02787122	6091	121.62	pyhmmer
359.SAMN06314224	4559	89.51	pyhmmer
360095.SAMN02604047	1283	26.93	pyhmmer
360104.SAMN02604054	1956	40.29	pyhmmer
360105.SAMN02604055	1862	38.68	pyhmmer
360107.SAMN02603439	1682	34.14	pyhmmer
360411.SAMN03842211	2990	60.15	pyhmmer
360412.SAMD00034889	3886	77.43	pyhmmer
360807.SAMEA3545243	3417	68.93	pyhmmer
360910.SAMEA1705952	3381	67.02	pyhmmer
360911.SAMN02598453	3020	59.8	pyhmmer
361041.SAMN03431281	3709	72.83	pyhmmer
361101.SAMEA4506883	1993	40.79	pyhmmer
361183.SAMN03896005	2773	54.59	pyhmmer
361279.SAMEA78858418	3487	69.24	pyhmmer
361279.SAMN05421663	3715	74.56	pyhmmer
361575.SAMN03256210	3801	76.29	pyhmmer
362257.SAMN02730132	7121	141.8	pyhmmer
362413.SAMN03067762	4593	89.71	pyhmmer
362413.SAMN05444397	4578	90.16	pyhmmer
362418.SAMN02934140	4494	88.82	pyhmmer
362837.SAMN03955382	1017	23.15	pyhmmer
362948.SAMN02604111	1717	35.63	pyhmmer
362976.SAMEA3138195	2522	50.49	pyhmmer
363253.SAMEA3138257	1185	25.63	pyhmmer
363331.SAMN03256218	3566	70.19	pyhmmer
363754.SAMN02470251	5990	119.15	pyhmmer
363870.SAMN03103727	2916	58.38	pyhmmer
364032.SAMN05443662	1632	34.38	pyhmmer
364197.SAMN05216296	3434	68.05	pyhmmer
364199.SAMN04489858	3840	75.6	pyhmmer
364200.SAMN04488515	3584	71.1	pyhmmer
364410.SAMN05879404	2511	51.02	pyhmmer
364410.SAMN05879666	2558	51.22	pyhmmer
365044.SAMN02598302	4084	80.83	pyhmmer
365046.SAMN02603053	3881	77.62	pyhmmer
365528.SAMN02441714	6635	131.9	pyhmmer
365591.SAMN05421840	3596	72.46	pyhmmer
365659.SAMEA3138244	2006	41.95	pyhmmer
366394.SAMN02598363	3529	70.76	pyhmmer
366522.SAMD00023484	2680	53.66	pyhmmer
366533.SAMN05444339	4071	82.04	pyhmmer
366584.SAMN05216377	5836	114.73	pyhmmer
366602.SAMN02598364	5061	100.5	pyhmmer
366616.SAMN02670966	3612	74.01	pyhmmer
367299.SAMN02645228	3752	73.66	pyhmmer
36745.SAMN05170535	5515	109.81	pyhmmer
367477.SAMN03761181	1927	40.0	pyhmmer
367737.SAMN02604276	2259	46.3	pyhmmer
367928.SAMD00061080	1631	35.58	pyhmmer
36805.SAMN06010969	3096	61.58	pyhmmer
36807.SAMN04351314	2874	57.33	pyhmmer
36809.SAMN05244442	5187	102.74	pyhmmer
36814.SAMN06064257	5672	113.19	pyhmmer
36818.SAMN05631079	6566	129.75	pyhmmer
368407.SAMN02598365	2489	49.68	pyhmmer
368408.SAMN02598366	1824	37.65	pyhmmer
36841.SAMN02910355	3776	75.63	pyhmmer
36842.SAMN02194393	5414	108.19	pyhmmer
36844.SAMN04488501	3509	69.94	pyhmmer
36847.SAMN04437757	2928	58.75	pyhmmer
36849.SAMN04121004	4276	84.4	pyhmmer
36856.SAMN04274563	5290	105.62	pyhmmer
368603.SAMN04507556	3417	68.07	pyhmmer
36861.SAMN03731048	3076	60.76	pyhmmer
36870.SAMD00061100	611	14.57	pyhmmer
36874.SAMN03004336	1708	36.03	pyhmmer
36875.SAMN03004343	1708	35.12	pyhmmer
368812.SAMN03274329	2433	49.22	pyhmmer
369401.SAMN05428642	3672	72.6	pyhmmer
369723.SAMN02598367	4536	89.83	pyhmmer
370438.SAMD00060921	2920	57.85	pyhmmer
370526.SAMN04489835	5729	114.13	pyhmmer
370622.SAMD00028748	3944	78.19	pyhmmer
370622.SAMN03022368	3523	70.69	pyhmmer
370764.SAMN04489810	3437	68.14	pyhmmer
370979.SAMN05443663	4192	83.55	pyhmmer
371042.SAMN03105172	5085	99.46	pyhmmer
371602.SAMN04487984	1259	27.77	pyhmmer
371731.SAMN00017479	3408	67.41	pyhmmer
372461.SAMN02604290	357	9.37	pyhmmer
37328.SAMN02645334	6870	137.99	pyhmmer
37332.SAMN05225369	7794	153.63	pyhmmer
373668.SAMN05421786	4747	93.57	pyhmmer
373672.SAMN05421785	4439	87.17	pyhmmer
37372.SAMN03485893	2060	42.2	pyhmmer
373903.SAMN00623047	2342	48.68	pyhmmer
373994.SAMN02232049	6609	134.3	pyhmmer
373.SAMN04223557	4956	99.39	pyhmmer
373.SAMN05366360	5065	99.93	pyhmmer
374463.SAMN02604023	595	14.04	pyhmmer
374847.SAMN02598368	1602	33.01	pyhmmer
374981.SAMN04422302	2813	56.49	pyhmmer
375175.SAMN04505727	2325	49.84	pyhmmer
375286.SAMN02603336	3697	74.15	pyhmmer
375451.SAMN02602987	3946	79.47	pyhmmer
375574.SAMN03840682	2703	53.78	pyhmmer
375760.SAMN04488073	3434	69.58	pyhmmer
375.SAMN05890661	9323	180.98	pyhmmer
37625.SAMN05660420	3343	67.83	pyhmmer
376427.SAMN04487954	3885	77.2	pyhmmer
376489.SAMN04817514	3744	75.73	pyhmmer
37658.SAMN05661086	3683	75.26	pyhmmer
37659.SAMN02841231	2784	55.35	pyhmmer
376620.SAMN03799285	2831	58.21	pyhmmer
376620.SAMN04528818	3239	64.8	pyhmmer
376686.SAMN02598357	5017	100.11	pyhmmer
376730.SAMN04487906	3314	67.35	pyhmmer
376733.SAMN04487972	3850	76.24	pyhmmer
37692.SAMEA2272373	482	12.22	pyhmmer
376.SAMEA3647810	7380	144.01	pyhmmer
37752.SAMN02934118	4288	84.35	pyhmmer
377629.SAMN02603454	4255	85.4	pyhmmer
378753.SAMD00060935	2356	47.56	pyhmmer
378794.SAMD00023186	2964	58.16	pyhmmer
378806.SAMN02603592	8352	168.0	pyhmmer
379066.SAMD00060909	3935	77.7	pyhmmer
379097.SAMN03274905	4040	81.56	pyhmmer
37915.SAMN04543680	3078	61.7	pyhmmer
37916.SAMN03327461	7127	142.37	pyhmmer
37923.SAMN05938613	1997	40.97	pyhmmer
37927.SAMN04508113	4034	79.82	pyhmmer
37928.SAMN04489742	4674	92.57	pyhmmer
379482.SAMN04487961	3471	70.01	pyhmmer
379893.SAMN03943323	4218	83.5	pyhmmer
380244.SAMN05216298	5043	100.85	pyhmmer
380248.SAMN05216251	7066	140.66	pyhmmer
38026.SAMN04488589	2804	56.41	pyhmmer
380358.SAMEA3138291	3114	62.11	pyhmmer
380703.SAMN02604052	4122	82.33	pyhmmer
380749.SAMN02598419	1629	34.17	pyhmmer
381306.SAMN04025648	2418	48.78	pyhmmer
381665.SAMN05216554	4507	91.17	pyhmmer
381666.SAMEA3283071	6206	125.71	pyhmmer
381751.SAMN05444391	1463	30.95	pyhmmer
381764.SAMN00623043	1750	38.54	pyhmmer
381.SAMN04351373	5899	117.31	pyhmmer
381.SAMN05172962	6073	120.81	pyhmmer
381.SAMN05172963	6379	127.28	pyhmmer
382464.SAMN02436317	4909	97.01	pyhmmer
382503.SAMN05216505	6183	123.11	pyhmmer
382638.SAMEA3138199	1612	32.71	pyhmmer
38286.SAMN05421802	2171	43.83	pyhmmer
38289.SAMN02641056	1975	41.0	pyhmmer
38289.SAMN03198150	1963	41.0	pyhmmer
382.SAMN02952139	3371	66.69	pyhmmer
38300.SAMN03565307	7352	143.75	pyhmmer
38301.SAMN03140311	2276	46.53	pyhmmer
38301.SAMN03458463	2254	45.94	pyhmmer
38302.SAMN04488535	2049	41.87	pyhmmer
38305.SAMN03197256	2145	44.66	pyhmmer
38312.SAMN02645355	11342	221.81	pyhmmer
38313.SAMEA3221090	4384	90.24	pyhmmer
38323.SAMEA3138975	1668	33.73	pyhmmer
383372.SAMN02598306	4330	87.9	pyhmmer
383381.SAMN02737000	3041	60.34	pyhmmer
384616.SAMN02598374	1978	39.8	pyhmmer
384676.SAMEA3138225	5134	101.82	pyhmmer
384.SAMN02787141	6817	136.14	pyhmmer
384.SAMN02787143	6364	127.28	pyhmmer
384.SAMN02787152	6437	126.01	pyhmmer
384.SAMN05990783	4801	94.48	pyhmmer
385025.SAMN02603953	2248	45.74	pyhmmer
385682.SAMN05444380	3057	61.76	pyhmmer
386043.SAMEA3138260	2774	55.58	pyhmmer
386301.SAMN05216282	3053	60.95	pyhmmer
386415.SAMN02603464	2325	47.68	pyhmmer
386913.SAMN04216949	4106	82.7	pyhmmer
387092.SAMD00060914	1843	38.55	pyhmmer
387093.SAMD00060915	2438	49.17	pyhmmer
387344.SAMN02598532	2185	43.62	pyhmmer
387631.SAMN02028569	2216	44.59	pyhmmer
388280.SAMN04488057	4687	92.95	pyhmmer
388357.SAMN04455734	3811	76.31	pyhmmer
388408.SAMEA3495742	4994	99.9	pyhmmer
388413.SAMN02436092	3936	80.05	pyhmmer
388467.SAMN02867752	4002	81.26	pyhmmer
388919.SAMN02604299	2270	46.98	pyhmmer
388950.SAMN04544428	4102	81.91	pyhmmer
389348.SAMEA3539726	2415	49.01	pyhmmer
390235.SAMN02598376	5182	101.92	pyhmmer
390241.SAMN04488023	4850	96.54	pyhmmer
390242.SAMN04488024	4976	98.66	pyhmmer
390270.SAMN04488005	3188	64.1	pyhmmer
39029.SAMN06062375	2652	52.77	pyhmmer
390333.SAMEA3138258	1562	33.35	pyhmmer
39060.SAMN05660706	3703	73.63	pyhmmer
390640.SAMN04488034	2978	60.22	pyhmmer
390807.SAMN04488095	3734	75.04	pyhmmer
390874.SAMN02598377	1785	38.44	pyhmmer
390883.SAMN06272988	2949	59.83	pyhmmer
390989.SAMN02645231	6360	125.35	pyhmmer
391008.SAMN00623065	4039	79.93	pyhmmer
391009.SAMN00623068	1879	39.29	pyhmmer
391036.SAMN02367296	946	20.16	pyhmmer
391037.SAMN02598378	4917	96.42	pyhmmer
391038.SAMN02598384	5421	106.65	pyhmmer
391165.SAMN02603769	2437	49.44	pyhmmer
391295.SAMN02603018	2186	44.15	pyhmmer
391587.SAMN02436147	4514	88.55	pyhmmer
391589.SAMN02436271	4203	82.3	pyhmmer
391592.SAMN02436122	1826	37.03	pyhmmer
391595.SAMN02603624	4311	86.32	pyhmmer
391596.SAMN02436100	5101	100.82	pyhmmer
391597.SAMN02436153	3245	64.2	pyhmmer
391600.SAMN02436274	3470	69.72	pyhmmer
391603.SAMN02436146	3445	69.09	pyhmmer
391615.SAMN02436275	2459	49.01	pyhmmer
391616.SAMN02603620	4420	89.13	pyhmmer
391619.SAMN02603623	3528	70.72	pyhmmer
391624.SAMN02436097	4153	83.28	pyhmmer
391625.SAMN02436152	8450	171.88	pyhmmer
391626.SAMN02603621	4435	89.21	pyhmmer
391735.SAMN02598379	4908	99.27	pyhmmer
391936.SAMN02471159	3702	73.73	pyhmmer
391937.SAMN02471160	4197	84.49	pyhmmer
391953.SAMN03399925	5723	113.91	pyhmmer
392015.SAMN05421543	3811	75.53	pyhmmer
392320.SAMN05514346	7803	157.26	pyhmmer
392333.SAMN05660860	3433	67.58	pyhmmer
392416.SAMN05893358	2153	44.37	pyhmmer
392421.SAMN04488694	4141	80.91	pyhmmer
392484.SAMN03093204	2521	50.24	pyhmmer
392499.SAMN02598383	4850	97.02	pyhmmer
392500.SAMN02598391	4880	98.48	pyhmmer
392734.SAMN05443244	3972	78.82	pyhmmer
392734.SAMN05444167	4055	81.63	pyhmmer
393003.SAMN05660461	6309	126.87	pyhmmer
393278.SAMN05421764	4280	86.0	pyhmmer
393595.SAMEA3138202	2755	55.14	pyhmmer
393762.SAMN05660472	2924	60.07	pyhmmer
393921.SAMN03004341	1583	32.94	pyhmmer
394098.SAMEA2821807	3035	59.63	pyhmmer
394098.SAMN04390195	3098	61.83	pyhmmer
394193.SAMN04489732	9180	184.13	pyhmmer
394221.SAMN02598382	3063	61.13	pyhmmer
394264.SAMN04488040	3437	68.88	pyhmmer
394503.SAMN00623037	3390	67.03	pyhmmer
39480.SAMN05828332	2380	47.51	pyhmmer
39482.SAMEA3545342	5068	99.88	pyhmmer
39485.SAMEA3545343	3099	61.33	pyhmmer
39488.SAMEA3545301	3201	65.47	pyhmmer
39490.SAMEA3545299	2957	60.44	pyhmmer
39492.SAMEA3545391	2560	51.45	pyhmmer
394935.SAMN02870191	4518	90.01	pyhmmer
394958.SAMN05608059	2759	56.14	pyhmmer
39495.SAMN02745111	2411	50.49	pyhmmer
39498.SAMN02745115	2154	44.82	pyhmmer
394.SAMN02603283	3633	72.14	pyhmmer
395019.SAMD00060926	5981	121.69	pyhmmer
395492.SAMN00000679	4325	85.71	pyhmmer
395493.SAMN02261399	3450	71.31	pyhmmer
395494.SAMN00002572	2894	58.05	pyhmmer
395495.SAMN02598429	4363	87.42	pyhmmer
395600.SAMN05216205	5947	117.73	pyhmmer
395961.SAMN00000655	4966	98.48	pyhmmer
395963.SAMN02598441	3569	71.0	pyhmmer
395964.SAMN02441570	3673	73.53	pyhmmer
396268.SAMN02797776	1467	31.91	pyhmmer
100053.SAMN02947772	3646	117.57	hmmsearch
1000565.SAMN02471991	3926	132.7	hmmsearch
1001240.SAMN02863076	3249	109.41	hmmsearch
1001585.SAMN02603190	4958	161.52	hmmsearch
1001994.SAMN02470178	1945	80.3	hmmsearch
100225.SAMN05421595	3035	122.02	hmmsearch
100226.SAMEA1705940	8120	229.63	hmmsearch
1002339.SAMN00259686	2660	105.21	hmmsearch
1002340.SAMN02471702	4163	133.43	hmmsearch
1002368.SAMN02299454	4710	140.71	hmmsearch
1002526.SAMN05216578	3162	121.89	hmmsearch
1002672.SAMN02603337	1447	70.25	hmmsearch
1002804.SAMEA2272649	1894	85.96	hmmsearch
1002805.SAMEA2272226	2512	70.06	hmmsearch
1002809.SAMD00060988	3810	124.22	hmmsearch
1003195.SAMN02603879	5822	170.59	hmmsearch
1003202.SAMN02603530	839	89.82	hmmsearch
1003238.SAMN02470555	923	104.32	hmmsearch
1003.SAMN04488541	4556	161.99	hmmsearch
1004149.SAMN02470158	3214	127.8	hmmsearch
1004156.SAMN04504644	3263	105.48	hmmsearch
1004316.SAMN04029016	4990	145.73	hmmsearch
1004326.SAMN03339753	5135	142.49	hmmsearch
1004836.SAMN02471213	4895	119.6	hmmsearch
1004.SAMN05661012	6710	211.92	hmmsearch
1005048.SAMN02603677	4432	151.28	hmmsearch
1005057.SAMN02604330	529	46.98	hmmsearch
1005058.SAMN02604222	2494	105.26	hmmsearch
1005090.SAMN02604329	559	49.86	hmmsearch
1005705.SAMN00621697	1762	85.67	hmmsearch
1005928.SAMN04487859	4179	131.76	hmmsearch
1005944.SAMN05192576	4040	135.81	hmmsearch
1005945.SAMN05216561	4417	132.1	hmmsearch
1005999.SAMN02440792	3740	126.46	hmmsearch
1006000.SAMN02743264	4651	139.41	hmmsearch
1006004.SAMN02742621	4332	139.51	hmmsearch
1006006.SAMN02603221	2029	84.42	hmmsearch
1006576.SAMEA3139667	1815	97.35	hmmsearch
1006581.SAMN02641558	816	100.59	hmmsearch
1007096.SAMD00036625	2889	106.85	hmmsearch
1007099.SAMN05216287	4338	139.28	hmmsearch
1007103.SAMN02470015	7492	203.48	hmmsearch
1007105.SAMN02603906	3696	120.6	hmmsearch
1007118.SAMN02441637	1011	91.9	hmmsearch
1007119.SAMN02441647	1342	77.29	hmmsearch
1007123.SAMN02440392	1156	86.26	hmmsearch
1007676.SAMN03734923	2393	100.74	hmmsearch
1008305.SAMN04599355	1842	102.2	hmmsearch
1008392.SAMN03609695	3775	131.46	hmmsearch
1008457.SAMD00036610	2982	122.62	hmmsearch
1008459.SAMN02602982	1524	84.07	hmmsearch
100901.SAMEA2272360	647	66.08	hmmsearch
1009370.SAMN02469409	4284	129.07	hmmsearch
1009412.SAMN02441636	2315	98.27	hmmsearch
1009415.SAMN02441633	3253	125.35	hmmsearch
1009426.SAMN02441643	1343	75.37	hmmsearch
1009464.SAMN00100736	1317	102.89	hmmsearch
1009708.SAMN02440508	2177	91.86	hmmsearch
1009709.SAMN02441242	2097	88.48	hmmsearch
1009711.SAMN02440511	444	33.07	hmmsearch
1009858.SAMN02641631	565	52.74	hmmsearch
1010.SAMN05192578	4026	144.98	hmmsearch
101571.SAMN03449265	6067	179.88	hmmsearch
1017273.SAMN05443094	3766	125.79	hmmsearch
102125.SAMN02261354	5373	168.55	hmmsearch
102127.SAMN02261249	5182	166.72	hmmsearch
102129.SAMN02256520	7828	228.35	hmmsearch
102232.SAMN02261353	4087	132.87	hmmsearch
102684.SAMN04348603	1616	81.92	hmmsearch
1026882.SAMN02469574	3174	121.23	hmmsearch
1027249.SAMN05216179	3693	129.52	hmmsearch
1027371.SAMD00041830	4655	144.65	hmmsearch
1028416.SAMEA3731239	2769	112.67	hmmsearch
102891.SAMN03353435	5686	168.72	hmmsearch
1028989.SAMD00019511	5598	171.95	hmmsearch
1028.SAMN05661096	4082	150.45	hmmsearch
1029718.SAMD00060989	1491	79.45	hmmsearch
1029756.SAMN02641510	3331	110.14	hmmsearch
1029823.SAMN02470194	3623	119.99	hmmsearch
1030157.SAMN02470047	3872	127.14	hmmsearch
1030533.SAMEA3373827	7606	202.0	hmmsearch
1030841.SAMN02299456	2553	91.13	hmmsearch
1031288.SAMN02440782	2416	104.04	hmmsearch
1031564.SAMN03248541	1441	77.95	hmmsearch
1031742.SAMN03737969	1786	90.88	hmmsearch
1031746.SAMN03737973	1678	80.35	hmmsearch
1032069.SAMN03737995	1595	80.98	hmmsearch
1032480.SAMD00061117	5359	157.62	hmmsearch
1032488.SAMN02299457	2530	84.08	hmmsearch
1033730.PRJEA82327	3289	115.15	hmmsearch
1033731.SAMN05444145	2702	118.88	hmmsearch
1033732.PRJEA82331	3135	134.2	hmmsearch
1033733.PRJEA70539	1719	90.76	hmmsearch
1033734.SAMEA2272358	4582	136.31	hmmsearch
1033736.PRJEA82613	3039	120.52	hmmsearch
1033737.SAMEA2272503	3662	116.24	hmmsearch
1033738.PRJEA70549	883	92.86	hmmsearch
1033739.PRJEA70831	3190	117.47	hmmsearch
1033740.SAMEA2272665	3025	113.92	hmmsearch
1033741.SAMEA3246152	9054	214.06	hmmsearch
1033743.SAMEA2271960	4982	159.16	hmmsearch
1033744.SAMEA2272315	1722	92.38	hmmsearch
1033802.SAMN02472183	3524	118.37	hmmsearch
1033806.SAMEA2271992	2743	101.67	hmmsearch
1033810.SAMN02472186	3035	121.04	hmmsearch
1033837.SAMN02603965	1908	93.73	hmmsearch
1033846.SAMN04917425	3784	136.82	hmmsearch
1033991.SAMN02769652	4243	130.4	hmmsearch
1034345.SAMEA2272806	1929	100.95	hmmsearch
1034346.PRJEA70545	3446	116.52	hmmsearch
1034347.PRJEA68337	4884	147.41	hmmsearch
1034769.SAMN02441697	5871	188.06	hmmsearch
1034807.SAMEA3138411	2867	115.35	hmmsearch
1034808.SAMN02469901	803	94.69	hmmsearch
1034943.SAMEA2610544	3767	134.18	hmmsearch
1035188.SAMN00621708	2390	92.43	hmmsearch
1035189.SAMN00621709	2144	91.45	hmmsearch
1035193.SAMN02436687	3232	114.37	hmmsearch
1035195.SAMN02436928	2823	103.2	hmmsearch
1035197.SAMN02436797	2316	99.61	hmmsearch
1035707.SAMN05216552	7053	228.91	hmmsearch
1035839.SAMN02393707	2005	100.37	hmmsearch
1035.SAMEA3146256	4068	118.43	hmmsearch
1036181.SAMN05421756	4424	136.92	hmmsearch
103621.SAMN03197959	2130	104.95	hmmsearch
1036672.SAMN01940915	3873	108.09	hmmsearch
1036674.SAMN02469973	2299	103.66	hmmsearch
1036779.SAMN04515666	5922	170.62	hmmsearch
1036780.SAMN05421844	5006	157.46	hmmsearch
103690.SAMD00061094	5368	169.1	hmmsearch
103733.SAMN02645315	9340	258.5	hmmsearch
1037410.SAMN02469897	614	78.24	hmmsearch
1038014.SAMN04487910	4647	154.75	hmmsearch
103817.SAMN04226596	3153	114.51	hmmsearch
103855.SAMN03790813	4559	143.36	hmmsearch
1038856.SAMN05366384	3055	116.08	hmmsearch
1038858.SAMN02440776	5217	160.49	hmmsearch
1038859.SAMN02441128	7499	192.31	hmmsearch
1038860.SAMN02441450	9465	227.02	hmmsearch
1038862.SAMN02441026	8418	215.38	hmmsearch
1038867.SAMN02440715	8327	213.59	hmmsearch
1038869.SAMN02440713	7577	199.44	hmmsearch
104087.SAMN06102480	5481	160.98	hmmsearch
1040986.SAMN02440597	6822	182.53	hmmsearch
1040987.SAMN02597203	6091	168.62	hmmsearch
1040989.SAMN02441123	8103	206.83	hmmsearch
104099.SAMN03799295	2507	96.64	hmmsearch
104102.SAMN02849419	3662	111.55	hmmsearch
1041139.SAMN02256420	6477	170.64	hmmsearch
1041146.SAMN02441564	7365	188.29	hmmsearch
1041147.SAMN02441532	6415	173.54	hmmsearch
1041159.SAMN02597201	5889	170.01	hmmsearch
1041504.SAMD00016607	1346	86.91	hmmsearch
1041522.SAMN06760893	5307	156.91	hmmsearch
1041826.SAMN02603612	2642	109.06	hmmsearch
1041930.SAMN02603117	2455	92.42	hmmsearch
1041938.SAMN02954344	1987	75.22	hmmsearch
1041939.SAMN02954344	1756	69.18	hmmsearch
1042156.SAMD00060994	2619	106.13	hmmsearch
1042163.SAMN02469848	4509	145.33	hmmsearch
1042326.SAMN02597175	6315	169.25	hmmsearch
1042376.SAMN02470154	2836	121.27	hmmsearch
1042377.SAMN02470156	3215	128.42	hmmsearch
104268.SAMN05444344	2966	122.46	hmmsearch
104270.SAMD00050834	3747	125.21	hmmsearch
1042877.SAMN02603471	2133	91.71	hmmsearch
1043205.SAMN02471205	3179	116.86	hmmsearch
104336.SAMN03256325	3324	119.04	hmmsearch
104336.SAMN06392749	3523	115.73	hmmsearch
1043493.SAMN05421637	2746	106.89	hmmsearch
1044.SAMN02737001	3219	121.57	hmmsearch
1045009.SAMN02469456	3045	121.29	hmmsearch
1045558.SAMN05216175	4020	145.55	hmmsearch
1045773.SAMN05216555	3671	124.24	hmmsearch
1045774.SAMN05421872	5063	161.86	hmmsearch
1045775.SAMN05216378	5840	184.57	hmmsearch
1045854.SAMN02603132	1335	83.01	hmmsearch
1045855.SAMN02603133	3149	114.17	hmmsearch
1045877.SAMN03421272	3279	88.76	hmmsearch
104623.SAMN02470747	4413	141.97	hmmsearch
104628.SAMD00047008	1650	80.77	hmmsearch
1046627.SAMN02469766	3095	113.36	hmmsearch
104663.SAMN04488121	6851	225.66	hmmsearch
1046714.SAMN02472144	3381	134.63	hmmsearch
1046724.SAMN02256466	3636	114.37	hmmsearch
1046965.SAMN02441402	1806	90.92	hmmsearch
1046972.SAMN02441263	1850	93.97	hmmsearch
1046982.SAMN02441727	2352	116.72	hmmsearch
1047003.SAMN02441729	543	42.16	hmmsearch
1047013.SAMN02440394	2629	104.71	hmmsearch
1047055.SAMN02441601	2029	104.87	hmmsearch
1048205.SAMN03769207	6725	191.04	hmmsearch
1048260.SAMN02603870	2471	87.76	hmmsearch
1048339.SAMN02261321	5183	161.23	hmmsearch
1048340.SAMN05444487	3150	118.23	hmmsearch
1048380.SAMD00055724	4700	145.31	hmmsearch
1048830.SAMN02469898	981	114.41	hmmsearch
1048834.SAMN02603470	3208	108.95	hmmsearch
1048983.SAMN02739847	4341	149.58	hmmsearch
1049789.SAMN02436587	4205	134.5	hmmsearch
1049790.SAMN02436595	4264	135.58	hmmsearch
1049970.SAMN02436507	4238	138.35	hmmsearch
1049971.SAMN02436419	3954	136.79	hmmsearch
1050174.SAMN03462986	2465	99.25	hmmsearch
1050201.SAMN02261259	1737	87.41	hmmsearch
1050202.SAMN02261292	3881	127.37	hmmsearch
1050720.SAMN02469870	4793	142.73	hmmsearch
1051072.SAMN02603034	2087	97.21	hmmsearch
1051646.SAMN02940924	4455	148.02	hmmsearch
1051973.SAMN04521220	4804	152.86	hmmsearch
105219.SAMN03295199	4301	136.36	hmmsearch
1052260.SAMN05660199	4573	139.44	hmmsearch
1052801.SAMN02441387	1515	72.06	hmmsearch
1052810.SAMN02441744	1652	92.33	hmmsearch
1053648.SAMN02604250	116	11.05	hmmsearch
105420.SAMD00022875	7645	198.26	hmmsearch
1054213.SAMN02299459	5289	146.3	hmmsearch
1054217.SAMN02603168	1528	74.43	hmmsearch
1054860.SAMN02261248	6729	195.18	hmmsearch
1054996.SAMN05444414	3970	129.71	hmmsearch
1055526.PRJNA69825	2069	87.25	hmmsearch
105559.SAMN02598531	2861	111.95	hmmsearch
1055723.SAMN05216293	4048	144.18	hmmsearch
1055815.SAMN02597462	2999	124.45	hmmsearch
1056495.SAMN02261426	1478	77.72	hmmsearch
1056816.SAMN02584923	7727	215.45	hmmsearch
1056820.SAMN02256427	4400	157.91	hmmsearch
1057002.SAMN02261311	6451	178.85	hmmsearch
1058.SAMN05421783	4875	150.79	hmmsearch
1061.SAMN04166217	3350	111.47	hmmsearch
106370.SAMN02199398	4499	140.51	hmmsearch
1064535.SAMEA2272734	2220	97.42	hmmsearch
106592.SAMN02781308	3839	123.0	hmmsearch
106592.SAMN03838273	6606	178.24	hmmsearch
106592.SAMN05323829	6411	180.11	hmmsearch
106634.SAMN03571539	2672	102.62	hmmsearch
106648.SAMD00018636	4557	138.98	hmmsearch
106649.SAMD00018638	4572	139.44	hmmsearch
106654.SAMN06650244	3795	132.44	hmmsearch
1068975.SAMN02440712	3676	126.96	hmmsearch
1068978.SAMN02777954	7074	188.39	hmmsearch
1068980.SAMN02261308	8530	229.38	hmmsearch
