sequence_id	protein_count	time	method
1005058.SAMN02604222	2494	109.39	hmmsearch
1005090.SAMN02604329	559	42.97	hmmsearch
1005705.SAMN00621697	1762	85.72	hmmsearch
1005928.SAMN04487859	4179	138.96	hmmsearch
1005944.SAMN05192576	4040	142.28	hmmsearch
1005945.SAMN05216561	4417	139.59	hmmsearch
1005999.SAMN02440792	3740	136.93	hmmsearch
1006000.SAMN02743264	4651	148.86	hmmsearch
1006004.SAMN02742621	4332	148.17	hmmsearch
1006006.SAMN02603221	2029	84.34	hmmsearch
1006576.SAMEA3139667	1815	99.01	hmmsearch
1006581.SAMN02641558	816	75.64	hmmsearch
1007096.SAMD00036625	2889	113.22	hmmsearch
1007099.SAMN05216287	4338	146.99	hmmsearch
1007103.SAMN02470015	7492	218.83	hmmsearch
1007105.SAMN02603906	3696	128.45	hmmsearch
1007118.SAMN02441637	1011	68.03	hmmsearch
1007119.SAMN02441647	1342	72.29	hmmsearch
1007123.SAMN02440392	1156	70.96	hmmsearch
1007676.SAMN03734923	2393	103.95	hmmsearch
1008305.SAMN04599355	1842	104.17	hmmsearch
1008392.SAMN03609695	3775	140.33	hmmsearch
1008457.SAMD00036610	2982	128.44	hmmsearch
1008459.SAMN02602982	1524	83.79	hmmsearch
100901.SAMEA2272360	647	51.1	hmmsearch
1009370.SAMN02469409	4284	135.92	hmmsearch
1009412.SAMN02441636	2315	101.68	hmmsearch
1009415.SAMN02441633	3253	134.17	hmmsearch
1009426.SAMN02441643	1343	71.09	hmmsearch
1009464.SAMN00100736	1317	102.69	hmmsearch
1009708.SAMN02440508	2177	92.88	hmmsearch
1009709.SAMN02441242	2097	89.33	hmmsearch
1009711.SAMN02440511	444	32.99	hmmsearch
1009858.SAMN02641631	565	44.31	hmmsearch
1010.SAMN05192578	4026	154.38	hmmsearch
101571.SAMN03449265	6067	189.37	hmmsearch
1017273.SAMN05443094	3766	134.16	hmmsearch
102125.SAMN02261354	5373	183.08	hmmsearch
102127.SAMN02261249	5182	175.28	hmmsearch
102129.SAMN02256520	7828	245.35	hmmsearch
102232.SAMN02261353	4087	139.23	hmmsearch
102684.SAMN04348603	1616	82.97	hmmsearch
1026882.SAMN02469574	3174	129.98	hmmsearch
1027249.SAMN05216179	3693	139.15	hmmsearch
1027371.SAMD00041830	4655	154.67	hmmsearch
1028416.SAMEA3731239	2769	121.81	hmmsearch
102891.SAMN03353435	5686	179.64	hmmsearch
1028989.SAMD00019511	5598	182.66	hmmsearch
1028.SAMN05661096	4082	160.43	hmmsearch
1029718.SAMD00060989	1491	79.59	hmmsearch
1029756.SAMN02641510	3331	114.62	hmmsearch
1029823.SAMN02470194	3623	126.25	hmmsearch
1030157.SAMN02470047	3872	132.76	hmmsearch
1030533.SAMEA3373827	7606	217.5	hmmsearch
1030841.SAMN02299456	2553	93.55	hmmsearch
1031288.SAMN02440782	2416	108.23	hmmsearch
1031564.SAMN03248541	1441	77.11	hmmsearch
1031742.SAMN03737969	1786	91.43	hmmsearch
1031746.SAMN03737973	1678	79.95	hmmsearch
1032069.SAMN03737995	1595	81.22	hmmsearch
1032480.SAMD00061117	5359	169.72	hmmsearch
1032488.SAMN02299457	2530	85.51	hmmsearch
1033730.PRJEA82327	3289	120.75	hmmsearch
1033731.SAMN05444145	2702	126.41	hmmsearch
1033732.PRJEA82331	3135	141.75	hmmsearch
1033733.PRJEA70539	1719	91.97	hmmsearch
1033734.SAMEA2272358	4582	145.07	hmmsearch
1033736.PRJEA82613	3039	128.64	hmmsearch
1033737.SAMEA2272503	3662	126.38	hmmsearch
1033738.PRJEA70549	883	68.44	hmmsearch
1033739.PRJEA70831	3190	123.56	hmmsearch
1033740.SAMEA2272665	3025	119.11	hmmsearch
1033741.SAMEA3246152	9054	231.94	hmmsearch
1033743.SAMEA2271960	4982	169.68	hmmsearch
1033744.SAMEA2272315	1722	94.74	hmmsearch
1033802.SAMN02472183	3524	125.92	hmmsearch
1033806.SAMEA2271992	2743	105.96	hmmsearch
1033810.SAMN02472186	3035	125.57	hmmsearch
1033837.SAMN02603965	1908	94.22	hmmsearch
1033846.SAMN04917425	3784	145.59	hmmsearch
1033991.SAMN02769652	4243	136.98	hmmsearch
1034345.SAMEA2272806	1929	104.0	hmmsearch
1034346.PRJEA70545	3446	125.01	hmmsearch
1034347.PRJEA68337	4884	154.12	hmmsearch
1034769.SAMN02441697	5871	200.57	hmmsearch
1034807.SAMEA3138411	2867	122.39	hmmsearch
1034808.SAMN02469901	803	74.52	hmmsearch
1034943.SAMEA2610544	3767	144.59	hmmsearch
1035188.SAMN00621708	2390	94.71	hmmsearch
1035189.SAMN00621709	2144	93.3	hmmsearch
1035193.SAMN02436687	3232	121.53	hmmsearch
1035195.SAMN02436928	2823	107.74	hmmsearch
1035197.SAMN02436797	2316	104.71	hmmsearch
1035707.SAMN05216552	7053	248.33	hmmsearch
1035839.SAMN02393707	2005	102.39	hmmsearch
1035.SAMEA3146256	4068	123.23	hmmsearch
1036181.SAMN05421756	4424	145.17	hmmsearch
103621.SAMN03197959	2130	107.79	hmmsearch
1036672.SAMN01940915	3873	114.82	hmmsearch
1036674.SAMN02469973	2299	106.66	hmmsearch
1036779.SAMN04515666	5922	184.16	hmmsearch
1036780.SAMN05421844	5006	168.2	hmmsearch
103690.SAMD00061094	5368	179.49	hmmsearch
103733.SAMN02645315	9340	280.82	hmmsearch
1037410.SAMN02469897	614	59.89	hmmsearch
1038014.SAMN04487910	4647	166.61	hmmsearch
103817.SAMN04226596	3153	120.18	hmmsearch
103855.SAMN03790813	4559	155.87	hmmsearch
1038856.SAMN05366384	3055	121.25	hmmsearch
1038858.SAMN02440776	5217	171.18	hmmsearch
1038859.SAMN02441128	7499	207.71	hmmsearch
1038860.SAMN02441450	9465	246.75	hmmsearch
1038862.SAMN02441026	8418	238.06	hmmsearch
1038867.SAMN02440715	8327	230.57	hmmsearch
1038869.SAMN02440713	7577	217.41	hmmsearch
104087.SAMN06102480	5481	173.76	hmmsearch
1040986.SAMN02440597	6822	194.54	hmmsearch
1040987.SAMN02597203	6091	179.84	hmmsearch
1040989.SAMN02441123	8103	225.7	hmmsearch
104099.SAMN03799295	2507	99.62	hmmsearch
104102.SAMN02849419	3662	119.31	hmmsearch
1041139.SAMN02256420	6477	181.42	hmmsearch
1041146.SAMN02441564	7365	202.16	hmmsearch
1041147.SAMN02441532	6415	189.32	hmmsearch
1041159.SAMN02597201	5889	179.82	hmmsearch
1041504.SAMD00016607	1346	83.58	hmmsearch
1041522.SAMN06760893	5307	164.69	hmmsearch
1041826.SAMN02603612	2642	114.39	hmmsearch
1041930.SAMN02603117	2455	95.02	hmmsearch
1041938.SAMN02954344	1987	74.05	hmmsearch
1041939.SAMN02954344	1756	67.8	hmmsearch
1042156.SAMD00060994	2619	110.75	hmmsearch
1042163.SAMN02469848	4509	154.78	hmmsearch
1042326.SAMN02597175	6315	183.99	hmmsearch
1042376.SAMN02470154	2836	127.89	hmmsearch
1042377.SAMN02470156	3215	137.43	hmmsearch
104268.SAMN05444344	2966	128.44	hmmsearch
104270.SAMD00050834	3747	133.66	hmmsearch
1042877.SAMN02603471	2133	93.31	hmmsearch
1043205.SAMN02471205	3179	121.6	hmmsearch
104336.SAMN03256325	3324	124.96	hmmsearch
104336.SAMN06392749	3523	124.48	hmmsearch
1043493.SAMN05421637	2746	111.95	hmmsearch
1044.SAMN02737001	3219	127.43	hmmsearch
1045009.SAMN02469456	3045	126.92	hmmsearch
1045558.SAMN05216175	4020	152.88	hmmsearch
1045773.SAMN05216555	3671	134.93	hmmsearch
1045774.SAMN05421872	5063	169.71	hmmsearch
1045775.SAMN05216378	5840	195.78	hmmsearch
1045854.SAMN02603132	1335	80.17	hmmsearch
1045855.SAMN02603133	3149	119.38	hmmsearch
1045877.SAMN03421272	3279	92.24	hmmsearch
104623.SAMN02470747	4413	154.4	hmmsearch
104628.SAMD00047008	1650	80.67	hmmsearch
1046627.SAMN02469766	3095	121.05	hmmsearch
104663.SAMN04488121	6851	240.98	hmmsearch
1046714.SAMN02472144	3381	142.28	hmmsearch
1046724.SAMN02256466	3636	122.75	hmmsearch
1046965.SAMN02441402	1806	91.75	hmmsearch
1046972.SAMN02441263	1850	95.56	hmmsearch
1046982.SAMN02441727	2352	123.37	hmmsearch
1047003.SAMN02441729	543	39.64	hmmsearch
1047013.SAMN02440394	2629	111.65	hmmsearch
1047055.SAMN02441601	2029	106.92	hmmsearch
1048205.SAMN03769207	6725	207.1	hmmsearch
1048260.SAMN02603870	2471	90.31	hmmsearch
1048339.SAMN02261321	5183	169.26	hmmsearch
1048340.SAMN05444487	3150	125.48	hmmsearch
1048380.SAMD00055724	4700	157.59	hmmsearch
1048830.SAMN02469898	981	87.44	hmmsearch
1048834.SAMN02603470	3208	116.36	hmmsearch
1048983.SAMN02739847	4341	163.14	hmmsearch
1049789.SAMN02436587	4205	142.21	hmmsearch
1049790.SAMN02436595	4264	143.43	hmmsearch
1049970.SAMN02436507	4238	146.46	hmmsearch
1049971.SAMN02436419	3954	145.9	hmmsearch
1050174.SAMN03462986	2465	102.57	hmmsearch
1050201.SAMN02261259	1737	88.98	hmmsearch
1050202.SAMN02261292	3881	135.03	hmmsearch
1050720.SAMN02469870	4793	150.49	hmmsearch
1051072.SAMN02603034	2087	99.57	hmmsearch
1051646.SAMN02940924	4455	161.49	hmmsearch
1051973.SAMN04521220	4804	160.95	hmmsearch
105219.SAMN03295199	4301	148.55	hmmsearch
1052260.SAMN05660199	4573	147.8	hmmsearch
1052801.SAMN02441387	1515	71.36	hmmsearch
1052810.SAMN02441744	1652	95.21	hmmsearch
1053648.SAMN02604250	116	12.64	hmmsearch
105420.SAMD00022875	7645	212.41	hmmsearch
1054213.SAMN02299459	5289	153.59	hmmsearch
1054217.SAMN02603168	1528	74.09	hmmsearch
1054860.SAMN02261248	6729	211.32	hmmsearch
1054996.SAMN05444414	3970	136.18	hmmsearch
1055526.PRJNA69825	2069	88.12	hmmsearch
105559.SAMN02598531	2861	118.27	hmmsearch
1055723.SAMN05216293	4048	153.76	hmmsearch
1055815.SAMN02597462	2999	131.37	hmmsearch
1056495.SAMN02261426	1478	76.87	hmmsearch
1056816.SAMN02584923	7727	230.33	hmmsearch
1056820.SAMN02256427	4400	172.36	hmmsearch
1057002.SAMN02261311	6451	190.49	hmmsearch
1058.SAMN05421783	4875	158.98	hmmsearch
1061.SAMN04166217	3350	116.65	hmmsearch
106370.SAMN02199398	4499	148.95	hmmsearch
1064535.SAMEA2272734	2220	100.68	hmmsearch
106592.SAMN02781308	3839	130.31	hmmsearch
106592.SAMN03838273	6606	189.76	hmmsearch
106592.SAMN05323829	6411	191.01	hmmsearch
106634.SAMN03571539	2672	107.39	hmmsearch
106648.SAMD00018636	4557	150.16	hmmsearch
106649.SAMD00018638	4572	149.37	hmmsearch
106654.SAMN06650244	3795	140.19	hmmsearch
1068975.SAMN02440712	3676	135.73	hmmsearch
1068978.SAMN02777954	7074	200.08	hmmsearch
1068980.SAMN02261308	8530	249.92	hmmsearch
1069080.SAMN02261323	1913	99.16	hmmsearch
1069081.SAMN05660197	1941	103.66	hmmsearch
1069083.SAMN02261307	1373	77.63	hmmsearch
1069220.SAMN06651658	3862	130.5	hmmsearch
1069448.SAMN02745916	5197	166.9	hmmsearch
1069534.SAMN02603606	1862	90.19	hmmsearch
1069536.SAMN02471147	2668	105.63	hmmsearch
1069642.SAMN02604232	3738	136.15	hmmsearch
1070130.SAMEA3725906	461	36.97	hmmsearch
1070319.SAMEA2272654	1475	66.84	hmmsearch
1070870.SAMN05444351	4571	149.56	hmmsearch
1071054.SAMN03406599	4515	142.46	hmmsearch
1071061.SAMN03273304	3924	140.03	hmmsearch
1071072.SAMN02469742	5249	166.09	hmmsearch
1071085.SAMN02469738	2822	109.64	hmmsearch
1071400.SAMN02603054	2314	106.58	hmmsearch
1071679.SAMN02671719	5938	182.95	hmmsearch
1071918.SAMN05421544	2134	95.68	hmmsearch
1072256.SAMN03480647	2163	102.76	hmmsearch
1072467.SAMN02604108	572	46.65	hmmsearch
1072583.SAMN02471366	3897	146.14	hmmsearch
1072685.SAMN02940631	1454	83.94	hmmsearch
1073325.SAMN05444483	3481	134.25	hmmsearch
1073327.SAMN04488108	4033	163.05	hmmsearch
1073328.SAMN05216294	3340	136.44	hmmsearch
1073353.SAMN02469328	2224	91.91	hmmsearch
1073362.SAMN00103446	2096	94.47	hmmsearch
1073376.SAMN01162081	2765	119.22	hmmsearch
1073423.SAMN04488700	2136	103.55	hmmsearch
1073574.SAMD00041783	3796	132.23	hmmsearch
1073842.SAMN04403367	4045	139.31	hmmsearch
1073996.SAMN05444271	3434	121.75	hmmsearch
1073999.SAMN03938712	3839	143.01	hmmsearch
1074467.SAMN02983013	2337	110.57	hmmsearch
1074488.SAMN02470219	2851	118.87	hmmsearch
1074889.SAMN02604332	540	43.87	hmmsearch
1075090.SAMD00041822	4691	159.88	hmmsearch
1075399.SAMN02604251	545	44.12	hmmsearch
1075402.SAMN04026263	4635	154.32	hmmsearch
1075417.SAMN05421823	5676	205.04	hmmsearch
1075768.SAMN02261310	5331	179.78	hmmsearch
107635.SAMN02597193	4611	151.81	hmmsearch
107636.SAMN02746043	4801	150.63	hmmsearch
107637.SAMN02841227	4739	163.66	hmmsearch
1076414.SAMN04407485	4730	148.4	hmmsearch
1076525.SAMN02440895	3589	125.64	hmmsearch
1076549.SAMN05907788	4498	139.44	hmmsearch
1076550.SAMN03031199	3795	143.15	hmmsearch
1076550.SAMN05907793	4986	171.27	hmmsearch
1076551.SAMN05907794	3765	130.64	hmmsearch
1076588.SAMD00060997	2812	123.91	hmmsearch
1076596.SAMN04396916	2534	98.17	hmmsearch
1076937.SAMN04488120	2509	105.21	hmmsearch
1077144.SAMN02470218	3152	119.92	hmmsearch
1077464.SAMN03334904	1796	89.77	hmmsearch
1077464.SAMN06705629	1751	90.84	hmmsearch
1077464.SAMN06705632	1780	95.61	hmmsearch
1077464.SAMN06705634	1786	100.08	hmmsearch
1077675.SAMN05420586	2824	118.79	hmmsearch
1077936.SAMN05421545	3901	152.92	hmmsearch
1077947.SAMN05216227	3818	123.23	hmmsearch
1077972.SAMD00041813	4529	146.82	hmmsearch
1077974.SAMD00041782	4420	145.65	hmmsearch
1078085.SAMN02596733	3449	118.44	hmmsearch
1078086.SAMN02596734	8490	252.06	hmmsearch
1078505.SAMN02596731	5669	185.47	hmmsearch
1078773.SAMN04334956	4661	170.79	hmmsearch
1078846.SAMN02261317	4248	145.51	hmmsearch
1079859.SAMN04515674	5021	186.67	hmmsearch
1079986.SAMN02471828	7913	243.46	hmmsearch
1079994.SAMN04488565	2932	124.76	hmmsearch
1079.SAMN04123293	3260	123.5	hmmsearch
108003.SAMN06319236	3348	118.36	hmmsearch
1080068.SAMD00045841	4865	160.49	hmmsearch
1080071.SAMD00042493	2114	107.64	hmmsearch
108015.SAMN04487810	7776	216.53	hmmsearch
1080227.SAMN05007540	4376	147.44	hmmsearch
1081640.SAMN02470957	3815	135.2	hmmsearch
1081644.SAMN02469920	1364	69.61	hmmsearch
1082479.SAMN05216241	2827	118.66	hmmsearch
1082704.SAMN04363613	2892	111.73	hmmsearch
1082931.SAMN02604343	3878	128.9	hmmsearch
1082933.SAMN04853078	5740	175.95	hmmsearch
1082.SAMN04244559	3332	129.42	hmmsearch
108486.SAMN03197545	1873	101.42	hmmsearch
1085028.SAMN01940911	3026	100.81	hmmsearch
1085029.SAMN01940911	2833	84.85	hmmsearch
1085623.SAMN02603857	3654	139.5	hmmsearch
1085624.SAMN04120646	6508	222.24	hmmsearch
1086011.SAMN02471905	3590	127.25	hmmsearch
1086013.SAMN05421774	4020	137.35	hmmsearch
1086726.SAMN00993447	1100	86.97	hmmsearch
1087448.SAMN02603748	2772	107.39	hmmsearch
1088721.SAMN03002180	3453	119.52	hmmsearch
1088767.SAMN06041775	7839	225.14	hmmsearch
1088868.SAMN02470916	2210	104.27	hmmsearch
1088869.SAMN02470912	2849	105.46	hmmsearch
1089305.SAMN05444148	2811	122.28	hmmsearch
1089439.SAMN02256423	2724	116.2	hmmsearch
1089444.SAMN03067133	4155	152.53	hmmsearch
1089447.SAMN02471881	2150	100.36	hmmsearch
1089455.SAMD00041798	3112	126.21	hmmsearch
1089544.SAMN02261299	7971	242.06	hmmsearch
1089545.SAMN02256403	9720	292.27	hmmsearch
1089546.SAMN02261305	4876	156.34	hmmsearch
1089547.SAMN02261300	5298	198.34	hmmsearch
1089548.SAMN02597174	3516	123.89	hmmsearch
1089549.SAMN02597195	3193	125.52	hmmsearch
1089550.SAMN02441591	2764	127.89	hmmsearch
1089551.SAMN02441221	5157	172.22	hmmsearch
1089552.SAMN02597269	3784	139.77	hmmsearch
1089553.SAMN02603274	2824	105.35	hmmsearch
108980.SAMD00020356	2918	127.09	hmmsearch
108981.SAMN04956557	2754	113.41	hmmsearch
1090318.SAMN02441592	3596	124.54	hmmsearch
1090319.SAMN02441573	3559	128.59	hmmsearch
1090322.SAMN02597164	2917	124.64	hmmsearch
1090615.SAMN04515671	4407	150.31	hmmsearch
1091494.SAMEA3283107	3982	150.73	hmmsearch
109232.SAMEA4532341	1640	59.32	hmmsearch
1092.SAMN04217978	1841	86.47	hmmsearch
1094342.SAMN03965495	4148	146.71	hmmsearch
1094466.SAMEA3138809	2671	114.29	hmmsearch
1094489.SAMN02604270	1264	77.86	hmmsearch
1094491.SAMN02472039	1296	77.53	hmmsearch
1094492.SAMN02472034	1291	77.33	hmmsearch
1094497.SAMN02604271	1434	76.96	hmmsearch
1094508.SAMN02603686	2643	108.91	hmmsearch
1094551.SAMN02596909	1370	72.11	hmmsearch
1094556.SAMN02596903	1741	80.34	hmmsearch
1094558.SAMN02596906	1983	97.43	hmmsearch
1094562.SAMN02596904	1488	83.5	hmmsearch
1094564.SAMN02596902	1690	76.42	hmmsearch
1094715.SAMN02469353	3451	136.15	hmmsearch
1094755.SAMN02596898	1943	87.92	hmmsearch
1094980.SAMN00739943	3167	113.43	hmmsearch
1095009.SAMD00000511	6761	136.73	hmmsearch
1095025.SAMD00022564	2371	103.74	hmmsearch
1095026.SAMD00022569	2292	103.46	hmmsearch
1095552.SAMN02441220	4568	151.71	hmmsearch
1095727.SAMN00761857	1788	91.84	hmmsearch
1095752.SAMN00761833	2442	106.0	hmmsearch
1095767.PRJEA82281	3093	117.76	hmmsearch
1095768.PRJEA70551	4662	152.17	hmmsearch
1095769.PRJEA82325	3848	139.85	hmmsearch
1095770.PRJEA82283	1873	85.11	hmmsearch
1095772.PRJEA82329	2719	107.7	hmmsearch
1095776.SAMN04515672	4471	152.27	hmmsearch
1095778.SAMN04489842	4049	149.82	hmmsearch
1095900.SAMN02472046	1616	75.04	hmmsearch
1096769.SAMN02597166	1464	75.79	hmmsearch
1096856.SAMN03890614	5153	164.65	hmmsearch
109790.SAMN05596977	1469	86.08	hmmsearch
109790.SAMN06163224	1510	86.02	hmmsearch
1100700.SAMEA3448421	4330	148.73	hmmsearch
1100705.SAMEA3448420	2865	113.98	hmmsearch
1100719.SAMEA3448423	2762	108.77	hmmsearch
1100720.SAMN02470021	3329	122.04	hmmsearch
1100721.SAMEA3719354	2772	112.28	hmmsearch
1100.SAMN04571766	1922	92.75	hmmsearch
1101188.SAMN02597162	4556	144.27	hmmsearch
1101190.SAMN02256399	4159	139.37	hmmsearch
1101191.SAMN02584938	4600	140.35	hmmsearch
1101192.SAMN02256406	4248	140.51	hmmsearch
1101193.SAMN02746044	2343	101.75	hmmsearch
1101195.SAMN02849406	2593	110.27	hmmsearch
1101373.SAMN05194366	2431	103.85	hmmsearch
110319.SAMN02470782	3893	135.67	hmmsearch
1104324.SAMN02603094	2827	97.87	hmmsearch
1104566.SAMN02441253	4625	167.81	hmmsearch
1104568.SAMN02440391	933	65.35	hmmsearch
1104576.SAMN02441399	1180	70.27	hmmsearch
1104577.SAMN02440388	1308	59.82	hmmsearch
1104605.SAMN02440940	1162	74.38	hmmsearch
1104610.SAMN02441752	755	47.46	hmmsearch
1105031.SAMN00828787	3491	117.3	hmmsearch
110505.SAMN03793170	4515	145.81	hmmsearch
1105110.SAMN02603558	1239	66.81	hmmsearch
1105111.SAMN02603561	1298	65.54	hmmsearch
1105367.SAMN02673274	2781	105.79	hmmsearch
110662.SAMN02598311	2638	88.48	hmmsearch
110663.SAMN02597268	2855	101.15	hmmsearch
1107311.SAMN03078693	2848	116.93	hmmsearch
1108044.SAMD00041778	4943	163.4	hmmsearch
1108045.SAMD00041828	5930	188.82	hmmsearch
1108595.SAMN05761789	4497	148.16	hmmsearch
1108812.SAMN04216937	4435	146.17	hmmsearch
110935.SAMN03333328	3111	120.07	hmmsearch
1109412.SAMEA3201438	4966	169.78	hmmsearch
1109445.SAMN02470922	3887	141.5	hmmsearch
111015.SAMN04435863	2342	105.31	hmmsearch
1110502.SAMN02603926	3564	124.26	hmmsearch
1110504.SAMN02471344	728	68.47	hmmsearch
1110509.SAMN02603883	2353	95.34	hmmsearch
1110546.SAMD00028777	1941	104.53	hmmsearch
111105.SAMN03002870	1953	99.94	hmmsearch
1111069.SAMN02603100	2247	96.86	hmmsearch
1111130.SAMN02436400	2318	110.01	hmmsearch
1111134.SAMN02436477	1929	98.79	hmmsearch
1111454.SAMN02436562	2196	96.21	hmmsearch
1111479.SAMN02441451	3381	117.03	hmmsearch
1111676.SAMN02603733	1175	56.53	hmmsearch
1111728.SAMN02440598	4953	165.31	hmmsearch
1111729.SAMN02441223	2756	111.34	hmmsearch
1111730.SAMN02441252	2765	115.11	hmmsearch
1111732.SAMN02597183	1987	106.73	hmmsearch
1111735.SAMN02440603	4237	151.39	hmmsearch
1111737.SAMN02440599	4197	149.18	hmmsearch
1111738.SAMN02441562	3767	136.02	hmmsearch
1112204.SAMN02603285	4945	169.98	hmmsearch
1112209.SAMN02470160	2845	127.18	hmmsearch
1112212.SAMN02470172	3967	137.22	hmmsearch
1112214.SAMN02470159	4408	139.07	hmmsearch
1112215.SAMN02470161	3059	120.02	hmmsearch
1112216.SAMN02470169	4315	140.42	hmmsearch
1112273.SAMN02440439	2769	117.28	hmmsearch
1112274.SAMN02597270	2820	116.39	hmmsearch
1112.SAMN05176187	2793	108.8	hmmsearch
1113895.SAMD00048769	3395	129.84	hmmsearch
1114263.SAMN02597192	3918	146.63	hmmsearch
1114856.SAMN02261315	4736	156.59	hmmsearch
1114924.SAMN05216258	5322	176.14	hmmsearch
1114959.SAMN02469318	4554	150.4	hmmsearch
1114964.SAMN02899865	4621	138.92	hmmsearch
1114965.SAMN02603112	2019	108.24	hmmsearch
1114972.SAMN02369495	2635	114.0	hmmsearch
1115515.SAMD00018687	4196	145.76	hmmsearch
1115632.SAMN02584931	4751	156.14	hmmsearch
111611.SAMN04267304	3892	167.74	hmmsearch
1116213.SAMEA4532336	547	41.46	hmmsearch
1116369.SAMN02441719	5846	177.96	hmmsearch
1116391.SAMN02603387	7057	224.23	hmmsearch
1116472.SAMN02469828	3732	133.43	hmmsearch
1117314.SAMN02470923	4458	165.66	hmmsearch
1117319.SAMN02470926	4191	161.18	hmmsearch
1117379.SAMN02471785	5207	165.89	hmmsearch
1117647.SAMN02603035	3820	145.5	hmmsearch
1117702.SAMN04193360	3491	125.44	hmmsearch
1117707.SAMEA18850168	5077	172.86	hmmsearch
111780.SAMN02261352	4328	157.88	hmmsearch
111781.SAMN02232033	4228	160.12	hmmsearch
1117943.SAMEA2272089	3955	140.05	hmmsearch
1118054.PRJEA82077	5022	162.11	hmmsearch
1118056.PRJEA82075	1992	116.29	hmmsearch
1118057.PRJEA82079	1985	103.28	hmmsearch
1118059.PRJEA82277	1561	85.71	hmmsearch
1118060.PRJEA82083	1904	98.82	hmmsearch
1118061.PRJEA82085	2603	109.51	hmmsearch
1118062.PRJEA82275	1668	88.55	hmmsearch
1118153.SAMN00761066	3265	132.29	hmmsearch
1118202.SAMN05443429	2175	101.56	hmmsearch
1118379.SAMN06064248	3778	138.75	hmmsearch
1119528.SAMN02261290	3915	143.64	hmmsearch
1119528.SAMN02597194	3915	144.68	hmmsearch
1119533.SAMN04201528	3207	135.22	hmmsearch
1120523.SAMN04044472	7780	248.59	hmmsearch
1120568.SAMN03785586	3755	129.26	hmmsearch
1120658.SAMN03491740	5562	171.9	hmmsearch
1120688.SAMN03491939	5605	168.81	hmmsearch
1120705.SAMN02799687	3907	135.07	hmmsearch
1120746.SAMEA2602734	3518	128.74	hmmsearch
1120792.SAMN02584929	4105	139.57	hmmsearch
1120797.SAMN02441653	4314	141.22	hmmsearch
1120917.SAMN02441381	2261	97.52	hmmsearch
1120918.SAMN05216249	2640	121.05	hmmsearch
1120919.SAMN02441211	3818	128.89	hmmsearch
1120920.SAMN03080599	3280	126.43	hmmsearch
1120923.SAMN02746095	3922	132.48	hmmsearch
1120931.SAMN02441362	2499	103.27	hmmsearch
1120933.SAMN02441584	1638	89.9	hmmsearch
1120934.SAMN02441015	7248	219.06	hmmsearch
1120935.SAMN02441427	6332	201.74	hmmsearch
1120936.SAMN02441315	6215	189.94	hmmsearch
1120937.SAMN02441154	7550	227.23	hmmsearch
1120941.SAMN02440612	2842	119.3	hmmsearch
1120943.SAMN02441199	2817	118.33	hmmsearch
1120944.SAMN02745698	3305	129.4	hmmsearch
1120946.SAMN02440611	1928	101.46	hmmsearch
1120947.SAMN02441246	2036	106.27	hmmsearch
1120948.SAMN02256421	5651	169.69	hmmsearch
1120949.SAMN02256449	9974	298.12	hmmsearch
1120950.SAMN02440435	7340	214.36	hmmsearch
1120951.SAMN02440880	3621	132.48	hmmsearch
1120953.SAMN02441210	3402	144.06	hmmsearch
1120954.SAMN02440892	2633	110.01	hmmsearch
1120955.SAMN03080610	3672	131.7	hmmsearch
1120956.SAMN02743903	3668	126.79	hmmsearch
1120958.SAMN02440814	2588	102.27	hmmsearch
1120959.SAMN02441581	3366	127.28	hmmsearch
1120960.SAMN02441229	3945	144.89	hmmsearch
1120963.SAMN02441017	3966	149.98	hmmsearch
1120964.SAMD00016945	7976	135.39	hmmsearch
1120965.SAMN02441202	3635	142.08	hmmsearch
1120966.SAMN02440616	3881	149.79	hmmsearch
1120967.SAMN02440865	4928	174.87	hmmsearch
1120968.SAMN02441203	4025	162.92	hmmsearch
1120969.SAMN02440617	4386	159.35	hmmsearch
1120971.SAMN02440619	3330	118.74	hmmsearch
1120972.SAMN02440806	3173	121.88	hmmsearch
1120973.SAMN02441735	3408	117.09	hmmsearch
1120975.SAMN02746064	2183	101.22	hmmsearch
1120976.SAMN03080606	4247	145.3	hmmsearch
1120977.SAMN02769641	3046	127.15	hmmsearch
1120978.SAMN02441698	1390	82.81	hmmsearch
1120980.SAMN02746063	2632	111.42	hmmsearch
1120983.SAMN02440442	3882	141.77	hmmsearch
1120984.SAMN02584918	8333	233.72	hmmsearch
1120985.SAMN02441147	3113	129.56	hmmsearch
1120988.SAMN02440755	2169	149.9	hmmsearch
1120989.SAMN02745227	2069	100.8	hmmsearch
1120990.SAMN03080614	2317	101.88	hmmsearch
1120995.SAMN02745245	1916	101.77	hmmsearch
1120996.SAMN02746066	4551	167.47	hmmsearch
1120998.SAMN02441533	2896	123.02	hmmsearch
1120999.SAMN02745855	4452	154.43	hmmsearch
1121001.SAMN02745857	4311	147.26	hmmsearch
1121002.SAMN02440807	4156	140.59	hmmsearch
1121003.SAMN03080618	3513	124.85	hmmsearch
1121004.SAMN02440573	2398	110.59	hmmsearch
1121006.SAMN02440808	5533	184.19	hmmsearch
1121007.SAMN02441476	4038	161.42	hmmsearch
1121011.SAMN02440866	4100	157.07	hmmsearch
1121012.SAMN02440812	3703	143.64	hmmsearch
1121013.SAMN02441520	2815	117.39	hmmsearch
1121014.SAMN03004373	2685	111.95	hmmsearch
